partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
Google,Google Project Management,"{"" Leadership and Management"","" Planning"","" Communication"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Development"","" Business Psychology"","" Collaboration"","" Decision Making"","" Design and Product"","" Data Analysis"","" Entrepreneurship"","" Business Communication"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Critical Thinking"","" Network Security"","" Data Analysis Software"","" Adaptability"","" Organizational Development"","" Project Management"","" Culture""}",4.6,149,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Google Project Management,Google Project Management 149 Beginner 
University of Virginia,Artificial Intelligence in Marketing,"{"" Digital Marketing"","" Marketing"","" Algorithms"","" Customer Relationship Management"","" Market Analysis"","" Strategy"","" Customer Success"","" Leadership and Management"","" Machine Learning Algorithms"","" Strategy and Operations""}",4.5,146,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Artificial Intelligence in Marketing,Artificial Intelligence in Marketing 146 Beginner 
IBM,Introduction to Cloud Computing,"{"" Cloud Computing"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud""}",4.6,4.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Cloud Computing,Introduction to Cloud Computing 4.7k Beginner 
Johns Hopkins University,Clinical Trials Operations,"{"" Leadership and Management"","" Data Management"","" Clinical Data Management"","" Communication"","" Data Analysis"","" Recruitment"","" Statistical Analysis""}",4.8,217,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Clinical Trials Operations,Clinical Trials Operations 217 Beginner 
"University of California, Irvine",Project Management Principles and Practices,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Collaboration"","" Communication"","" Conflict Management"","" Risk Management"","" Estimation"","" Planning""}",4.7,28.8k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Project Management Principles and Practices,Project Management Principles and Practices 28.8k Beginner 
Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,5.6k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Management of Fashion and Luxury Companies,Management of Fashion and Luxury Companies 5.6k Mixed 
Google,Soporte de Tecnologías de la Información de Google,"{"" Computer Networking"","" Communication"","" Computer Architecture"","" Operating Systems"","" Security Engineering"","" Network Security"","" Networking Hardware"","" Network Architecture"","" Human Computer Interaction"","" Software Security"","" System Software"","" Theoretical Computer Science"","" Security Software"","" Software-Defined Networking"","" Cloud Computing"","" Computational Logic"","" Data Management"","" Network Model"","" Customer Support"","" System Security"","" Cryptography"","" Problem Solving"","" Security Strategy"","" Adaptability"","" Linux""}",4.9,14.7k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Soporte de Tecnologías de la Información de Google,Soporte de Tecnologías de la Información de Google 14.7k Beginner 
Wesleyan University,Creative Writing,"{"" Creativity"","" Human Learning"","" Storytelling"","" Writing""}",4.6,5.8k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Creative Writing,Creative Writing 5.8k Beginner 
DeepLearning.AI,Introduction to Machine Learning in Production,"{"" Machine Learning"","" Applied Machine Learning"","" Leadership and Management""}",4.8,2.6k,Advanced , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Machine Learning in Production,Introduction to Machine Learning in Production 2.6k Advanced 
Macquarie University,"Influencing: Storytelling, Change Management and Governance","{"" Leadership and Management"","" Communication"","" Business Psychology"","" Strategy and Operations"","" Change Management"","" Conflict Management"","" Influencing"","" Organizational Development"","" Risk Management"","" Marketing"","" Negotiation"","" Sales"","" Critical Thinking"","" Decision Making"","" Entrepreneurship"","" Human Resources"","" Probability & Statistics"","" Business Communication"","" Employee Relations"","" People Analysis"","" Tensorflow"","" Storytelling""}",4.8,3.6k,Beginner , Specialization , 3 - 6 Months,False,"https://www.coursera.org/search?query=Influencing: Storytelling, Change Management and Governance","Influencing: Storytelling, Change Management and Governance 3.6k Beginner "
Google,Automate Cybersecurity Tasks with Python,"{"" Python Programming"","" Algorithms"","" Computer Programming""}",4.8,726,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Automate Cybersecurity Tasks with Python,Automate Cybersecurity Tasks with Python 726 Beginner 
Google,IT Security: Defense against the digital dark arts,"{"" Cryptography"","" Network Security"","" System Security""}",4.8,21k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=IT Security: Defense against the digital dark arts,IT Security: Defense against the digital dark arts 21k Beginner 
Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,206,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Principles of Management,Principles of Management 206 Mixed 
Google,Build Wireframes and Low-Fidelity Prototypes,"{"" Product Design"","" User Experience"","" User Research""}",4.9,7.6k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Build Wireframes and Low-Fidelity Prototypes,Build Wireframes and Low-Fidelity Prototypes 7.6k Beginner 
University of Illinois at Urbana-Champaign,Accelerated Computer Science Fundamentals,"{"" Computer Programming"","" C Programming Language Family"","" Data Structures"","" Algorithms"","" C++ Programming"","" Theoretical Computer Science"","" Programming Principles"","" Computational Thinking"","" Problem Solving"","" Computer Programming Tools"","" Critical Thinking"","" Computational Logic"","" Graph Theory""}",4.7,3.3k,Intermediate , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Accelerated Computer Science Fundamentals,Accelerated Computer Science Fundamentals 3.3k Intermediate 
"University of California, Irvine",Career Success,"{"" Leadership and Management"","" Professional Development"","" Strategy and Operations"","" Business Communication"","" Adaptability"","" Business Analysis"","" Communication"","" Decision Making"","" Project Management"","" People Management"","" Critical Thinking"","" Collaboration"","" Customer Relationship Management"","" Strategy"","" Planning"","" Business Development"","" Problem Solving"","" Accounting"","" Change Management"","" Conflict Management"","" Financial Accounting"","" Leadership Development"","" Entrepreneurship"","" People Development"","" Business Research"","" Cost Accounting"","" Deep Learning"","" Finance"","" Financial Management"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Negotiation"","" Financial Analysis"","" Writing"","" Benefits"","" Contract Management"","" Entrepreneurial Finance"","" Data Visualization Software"","" Marketing"","" Scrum (Software Development)"","" User Experience"","" Estimation""}",4.6,41.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Career Success,Career Success 41.3k Beginner 
University of Pennsylvania,AI Fundamentals for Non-Data Scientists,"{"" Machine Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Data Analysis"","" Deep Learning"","" Human Learning"","" Big Data""}",4.8,210,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=AI Fundamentals for Non-Data Scientists,AI Fundamentals for Non-Data Scientists 210 Mixed 
University of Pennsylvania,Intellectual Property Law,"{"" Critical Thinking"","" Strategy"","" Innovation"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Design and Product""}",4.8,1.2k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Intellectual Property Law,Intellectual Property Law 1.2k Intermediate 
University of Pennsylvania,Fundamentals of Quantitative Modeling,"{"" Business Analysis"","" Data Model"","" Finance"","" Forecasting"","" General Statistics"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Regression"","" Statistical Analysis"","" Linear Algebra""}",4.6,8.6k,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Fundamentals of Quantitative Modeling,Fundamentals of Quantitative Modeling 8.6k Mixed 
University of Amsterdam,Methods and Statistics in Social Sciences,"{"" Probability & Statistics"","" Statistical Tests"","" General Statistics"","" Statistical Analysis"","" Correlation And Dependence"","" Statistical Programming"","" Basic Descriptive Statistics"","" Research and Design"","" Data Analysis"","" Regression"","" Adaptability"","" Computational Thinking"","" Critical Thinking"","" People Analysis"","" Theoretical Computer Science"","" Writing"","" Probability Distribution"","" Problem Solving"","" R Programming"","" Experiment"","" Mathematical Theory & Analysis"","" Computer Programming""}",4.6,7.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Methods and Statistics in Social Sciences,Methods and Statistics in Social Sciences 7.3k Beginner 
University of Virginia,Pricing Strategy Optimization,"{"" Marketing"","" Strategy"","" Strategy and Operations"","" Customer Analysis"","" Sales"","" Product Strategy"","" Business Analysis"","" Leadership and Management"","" Market Analysis"","" Product Marketing"","" Design and Product"","" Product Management"","" Entrepreneurship"","" Market Research"","" Accounting"","" Decision Making"","" Game Theory"","" B2B Sales"","" Cost Accounting"","" Data Analysis"","" Product Lifecycle"","" Marketing Management"","" Retail Sales""}",4.8,864,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Pricing Strategy Optimization,Pricing Strategy Optimization 864 Beginner 
